item_id,source_file,response_type,line_number,section_heading,line_type,suggested_scope,recommendation_text,decision_status,decision_id,implementation_status,review_notes,content_sha256_16
claude_ce8f21174411826a,results\v14_claude_derivatives_percentile_review.md,next_consultation,148,任务 1：分位数分层显示逻辑,bullet,unknown,**目标**：不要把所有分位数都塞进首屏，按触发条件分层。,pending,,not_started,,ce8f21174411826a
claude_493a03c46294f11e,results\v14_claude_derivatives_percentile_review.md,next_consultation,181,任务 2：OI 变化 + 水平分位联合解释,bullet,product,"**目标**：自动生成 ""快速增加但从低位反弹"" 这类解释，不要让用户看原始分位数困惑。",pending,,not_started,,493a03c46294f11e
claude_7e7459bab53ac880,results\v14_claude_derivatives_percentile_review.md,next_consultation,227,任务 3：ETH ETF 数据源切换到 SoSoValue,bullet,asset_attribution,如果连续 3 次失败，脚本返回 `status=source_unavailable`，不要崩溃,pending,,not_started,,7e7459bab53ac880
claude_334e35c266bb42d2,results\v14_claude_derivatives_percentile_review.md,next_consultation,270,八、最后提醒,bullet,product,**记住：首屏是给用户 30 秒内做决策的，不是展示你实现了多少功能。**,pending,,not_started,,334e35c266bb42d2
claude_71b105cb5f4cdc78,results\v14_claude_derivatives_percentile_review.md,next_consultation,272,八、最后提醒,sentence,unknown,"如果一个指标不能直接回答 ""今天我该做什么""，就不要放首屏。",pending,,not_started,,71b105cb5f4cdc78
claude_1fae4edf952ac309,results\v14_claude_digest_integration_review.md,other,5,验证报告综合审查意见,bullet,qa,**审查结论**：✅ **可上线，建议分阶段试运行**,pending,,not_started,,1fae4edf952ac309
claude_74398901951a6a44,results\v14_claude_digest_integration_review.md,other,16,1. ✅ Project OS 2个review项 - 非阻断性,bullet,unknown,**pending_decision_items: 302** → Claude历史建议队列,pending,,not_started,,74398901951a6a44
claude_1ba446001f33a837,results\v14_claude_digest_integration_review.md,other,23,1. ✅ Project OS 2个review项 - 非阻断性,bullet,unknown,**建议**：标记为P2优先级，上线后1个月内逐步清理。,pending,,not_started,,1ba446001f33a837
claude_a51f72a1761c75a5,results\v14_claude_digest_integration_review.md,other,45,2. ✅ ETF模块 - 优秀（5/5分）,bullet,unknown,"建议在 `calendar_effect_note` 中增加""历史同期对比""逻辑",pending,,not_started,,a51f72a1761c75a5
claude_ed6fc87d4d05a400,results\v14_claude_digest_integration_review.md,other,79,问题3：HYPE本币占比过高 📊,bullet,tg,**建议**：在TG摘要中优先展示 `non_hype_long_short_ratio`,pending,,not_started,,ed6fc87d4d05a400
claude_7003b8503f12ad94,results\v14_claude_digest_integration_review.md,other,108,小问题：,bullet,qa,"**建议**：改为""⚠️ 新信号类型，建议结合其他数据源验证""",pending,,not_started,,7003b8503f12ad94
claude_003579a2585c7a2a,results\v14_claude_digest_integration_review.md,other,150,🟡 P1（上线后1周内，预计1天）,sentence,qa,+ ⚠️ 新信号类型，建议结合其他数据源验证。,pending,,not_started,,003579a2585c7a2a
claude_fa21d7d227326cd2,results\v14_claude_digest_integration_review.md,other,221,⚠️ 主要风险,numbered,unknown,**日历效应检测可优化**（P2优先级，1个月内完成）,pending,,not_started,,fa21d7d227326cd2
claude_301d1ce9506d2fa0,results\v14_claude_digest_integration_review.md,other,222,⚠️ 主要风险,numbered,unknown,**清算距离定义待明确**（P0优先级，1小时内完成）,pending,,not_started,,301d1ce9506d2fa0
claude_117d4b3df06aa431,results\v14_claude_digest_integration_review.md,other,232,🎬 建议上线策略,bullet,unknown,**最终评价**：这是一个**工程质量优秀、可投入生产**的系统。建议按P0→P1→P2优先级逐步优化，而非推迟上线。当前0条发布是**系统正常工作的证明**，而非缺陷。,pending,,not_started,,117d4b3df06aa431
claude_abafb125334f29fe,results\v14_claude_external_reference_upgrade.md,next_consultation,15,1. 当前方向判断,bullet,unknown,拆分 webhook 来源，block unknown,pending,,not_started,,abafb125334f29fe
claude_f4cee6048bd4f2f8,results\v14_claude_external_reference_upgrade.md,next_consultation,25,1. 当前方向判断,sentence,taxonomy,"你们在做""事件分类系统""，但应该做的是""交易相关性过滤器""。",pending,,not_started,,f4cee6048bd4f2f8
claude_1d25876d67d4d6de,results\v14_claude_external_reference_upgrade.md,next_consultation,58,从 `fin-thread` 学习（核心架构）：,bullet,tg,**Publisher = 发布决策层**,pending,,not_started,,1d25876d67d4d6de
claude_0c666244048f1fe5,results\v14_claude_external_reference_upgrade.md,next_consultation,82,从 `daily_stock_analysis` 学习（产品形态）：,sentence,product,→ 安全事件必须独立推送，不能混在摘要里,pending,,not_started,,0c666244048f1fe5
claude_b848ed3a4b9a5bc1,results\v14_claude_external_reference_upgrade.md,next_consultation,144,D. 安全事件独立推送（实时）,bullet,data,"**每条事件必须有""历史参考""或标注""样本不足""**",pending,,not_started,,b848ed3a4b9a5bc1
claude_0dab397b7358d737,results\v14_claude_external_reference_upgrade.md,next_consultation,190,4. 系统分层重构,sentence,tg,│ Publisher Layer (发布决策层) │,pending,,not_started,,0dab397b7358d737
claude_0908dbce23aa3f20,results\v14_claude_external_reference_upgrade.md,next_consultation,259,硬性规则（任一不满足直接 block）,sentence,asset_attribution,if not event.has_clear_symbol(): # 必须有明确的交易标的,pending,,not_started,,0908dbce23aa3f20
claude_638e6edf65cfcf36,results\v14_claude_external_reference_upgrade.md,next_consultation,262,硬性规则（任一不满足直接 block）,sentence,qa,if not event.has_verifiable_source(): # 来源必须可验证,pending,,not_started,,638e6edf65cfcf36
claude_5843e06fd96ba5d7,results\v14_claude_first_hand_source_review.md,next_consultation,17,1. **最小可发布标准是个笑话**,bullet,unknown,先找10条**你认为应该发的历史事件**（比如FTX暴雷、LUNA崩盘、某CEX突然暂停提现）,pending,,not_started,,5843e06fd96ba5d7
claude_8804edc826f1d944,results\v14_claude_first_hand_source_review.md,next_consultation,42,2. **ETF日频晚报的时间穿越bug**,sentence,data,即使是演示，也应该用真实历史数据（2024-2025），而不是未来日期。,pending,,not_started,,8804edc826f1d944
claude_ea6fb7557d47e5f9,results\v14_claude_first_hand_source_review.md,next_consultation,85,Q1-3: 安全源优先级,numbered,unknown,"**PeckShield Twitter** → 用nitter或官方API，抓最近100条，手动标注10条""应该发""的",pending,,not_started,,ea6fb7557d47e5f9
claude_1216e6dd94920c31,results\v14_claude_first_hand_source_review.md,next_consultation,89,Q1-3: 安全源优先级,sentence,tg,不要接Telegram频道，解析成本高，数据质量不可控。,pending,,not_started,,1216e6dd94920c31
claude_c9f49d8906f966ec,results\v14_claude_first_hand_source_review.md,next_consultation,100,Q4: ETF卡片缺什么,sentence,data,但这些都是次要的，**核心是数据源的时间必须正确**。,pending,,not_started,,c9f49d8906f966ec
claude_b14fcaf9d4b34777,results\v14_claude_first_hand_source_review.md,next_consultation,110,Q5: Hyperliquid静态仓位,sentence,asset_attribution,"静态快照有价值，但不应该每次都当""新事件""推送。",pending,,not_started,,b14fcaf9d4b34777
claude_a5e463df3acb343d,results\v14_claude_first_hand_source_review.md,next_consultation,114,Q6: CEX listing源,bullet,unknown,**必须接官方公告源，watcher只能作为补充。**,pending,,not_started,,a5e463df3acb343d
claude_a3155c1dc5c632eb,results\v14_claude_first_hand_source_review.md,next_consultation,128,Q7: 接下来1天应该写的5个脚本,numbered,tg,"**`validate_publishable_criteria.py`** → 用10条已知""应该发""的事件测试标准",pending,,not_started,,a3155c1dc5c632eb
claude_cfcecec9877960f2,results\v14_claude_first_hand_source_review.md,next_consultation,154,下午（4小时）,numbered,unknown,"手动标注其中5条""应该发""的安全事件",pending,,not_started,,cfcecec9877960f2
claude_a7f80b0a83d9e141,results\v14_claude_first_hand_source_review.md,next_consultation,163,最后,bullet,unknown,2026年的日期bug不应该出现在汇报里,pending,,not_started,,a7f80b0a83d9e141
claude_4e0a09b97aa54038,results\v14_claude_first_hand_source_review.md,next_consultation,164,最后,bullet,unknown,"281条全blocked不应该被当作""成果""",pending,,not_started,,4e0a09b97aa54038
claude_8bb5e0ae898a41e9,results\v14_claude_first_hand_source_review.md,next_consultation,171,最后,sentence,unknown,"你现在连一个""能发布的事件""都没生成出来，就开始纠结""应该接哪个安全源""。",pending,,not_started,,8bb5e0ae898a41e9
claude_25de32b489975790,results\v14_claude_five_task_acceptance_review.md,next_consultation,36,⚠️ 任务 2：ETF 异常检测 - **技术达标，产品待定**,bullet,data,"**产品判断：可以进晚报，但必须加上""数据截至 X 日""和""历史同期对比""，否则用户无法判断严重性。**",pending,,not_started,,25de32b489975790
claude_e9ad489edd4a17c3,results\v14_claude_five_task_acceptance_review.md,next_consultation,46,❌ 任务 3：路由规则配置化 - **形式达标，产品不达标**,bullet,product,没有看到**优先级排序逻辑**：如果同时有 3 条 digest 候选，发哪条？,pending,,not_started,,e9ad489edd4a17c3
claude_04b48304172a27cb,results\v14_claude_five_task_acceptance_review.md,next_consultation,66,⚠️ 任务 4：Hyperliquid 背景卡 - **最小可用，但缺关键字段**,bullet,asset_attribution,**产品判断：可以作为 v0.1 进早报，但用户价值有限。必须补充基线对比和市场占比。**,pending,,not_started,,04b48304172a27cb
claude_bff1fb910866086b,results\v14_claude_five_task_acceptance_review.md,next_consultation,76,❌ 任务 5：E2E 延迟测试 - **技术达标，产品结论错误**,bullet,product,"你的逻辑：先测出 5 小时延迟，再说""不适合实时""—— 这是**用测试结果反推产品决策**",pending,,not_started,,bff1fb910866086b
claude_3cd88aa1909d1f78,results\v14_claude_five_task_acceptance_review.md,next_consultation,90,下一步如何避免：,numbered,unknown,**从生产日志中随机抽样**：不要手写，直接从过去 30 天的真实事件中随机抽 100 条,pending,,not_started,,3cd88aa1909d1f78
claude_b8a3221a914b4abc,results\v14_claude_five_task_acceptance_review.md,next_consultation,104,我的判断：**可以，但必须改 3 处**,bullet,unknown,不要硬编码 `z > 2`，改为**滚动 90 天窗口的 95 分位数**,pending,,not_started,,b8a3221a914b4abc
claude_d619ad36730019a5,results\v14_claude_five_task_acceptance_review.md,next_consultation,152,`baseline_status: missing` 能否接受？,bullet,unknown,**第一次运行可以接受**，但必须在卡片中标注：,pending,,not_started,,d619ad36730019a5
claude_ebf75b53a4329d06,results\v14_claude_five_task_acceptance_review.md,next_consultation,170,下一步应该做什么？,bullet,unknown,**不要修采集频率，不要修模拟方式，先回答 3 个问题：**,pending,,not_started,,ebf75b53a4329d06
claude_9889e121709d95b0,results\v14_claude_five_task_acceptance_review.md,next_consultation,178,下一步应该做什么？,bullet,unknown,不同事件类型的 SLA 应该不同（例如清算事件 5 分钟，ETF 流量 1 小时）,pending,,not_started,,9889e121709d95b0
claude_d07b6e1857f54ef6,results\v14_claude_five_task_acceptance_review.md,next_consultation,208,任务 2：**ETF 异常检测加上历史对比**,bullet,unknown,"必须包含""历史同期对比""（去年同期 ±7 天的均值）",pending,,not_started,,d07b6e1857f54ef6
claude_619d24318023b9ca,results\v14_claude_five_task_acceptance_review.md,next_consultation,209,任务 2：**ETF 异常检测加上历史对比**,bullet,unknown,"必须包含""分位数""（当前值在过去 90 天中的排名）",pending,,not_started,,619d24318023b9ca
claude_95b47fed898f095a,results\v14_claude_five_task_acceptance_review.md,next_consultation,210,任务 2：**ETF 异常检测加上历史对比**,bullet,unknown,"Top 3 ETF 必须有""占比""和""环比变化""",pending,,not_started,,95b47fed898f095a
claude_e51279795955927a,results\v14_claude_five_task_acceptance_review.md,next_consultation,234,任务 3：**Hyperliquid 背景卡补充基线和市场占比**,bullet,asset_attribution,**脚本**：`scripts/aggregate_hyperliquid_snapshot_with_baseline.py`,pending,,not_started,,e51279795955927a
claude_fac431c08061d2b1,results\v14_claude_five_task_acceptance_review.md,next_consultation,238,任务 3：**Hyperliquid 背景卡补充基线和市场占比**,bullet,asset_attribution,"必须包含""24h 变化""（总规模、Top 持仓、多空比）",pending,,not_started,,fac431c08061d2b1
claude_719d520c8f5a9ac4,results\v14_claude_five_task_acceptance_review.md,next_consultation,239,任务 3：**Hyperliquid 背景卡补充基线和市场占比**,bullet,asset_attribution,"必须包含""市场占比""（监控仓位 / Hyperliquid 总持仓）",pending,,not_started,,719d520c8f5a9ac4
claude_4c057b5371e60b05,results\v14_claude_five_task_acceptance_review.md,next_consultation,240,任务 3：**Hyperliquid 背景卡补充基线和市场占比**,bullet,asset_attribution,"必须包含""风险指标""（距离清算价 <10% 的仓位数和金额）",pending,,not_started,,4c057b5371e60b05
claude_14cc9b09d32af85e,results\v14_claude_five_task_acceptance_review.md,next_consultation,241,任务 3：**Hyperliquid 背景卡补充基线和市场占比**,bullet,asset_attribution,如果 `baseline_status: missing`，必须在卡片中显示警告,pending,,not_started,,14cc9b09d32af85e
claude_84cd29780b682bf9,results\v14_claude_gate_next_review.md,other,20,原因分析,bullet,unknown,宁可漏报也不误报（precision > recall 优先级）,pending,,not_started,,84cd29780b682bf9
claude_9426fb85a8dfd290,results\v14_claude_gate_next_review.md,other,80,问题 1：基线不完整,bullet,qa,**建议**：运行满 24h 后重新验证,pending,,not_started,,9426fb85a8dfd290
claude_68cbc746b935eb8f,results\v14_claude_gate_next_review.md,other,114,优先级 P0（上线前必须）,bullet,unknown,"如果是""密钥硬编码""或""SQL 注入""，必须修复",pending,,not_started,,68cbc746b935eb8f
claude_4b628b987fe64e2c,results\v14_claude_gate_next_review.md,other,192,六、总结,bullet,unknown,**最终评价**：这是一个**工程质量优秀、可投入生产**的系统。建议按 P0→P1→P2 优先级逐步优化，而非推迟上线。,pending,,not_started,,4b628b987fe64e2c
claude_41802921e5be4c20,results\v14_claude_gate_policy_review.md,next_consultation,5,Claude Response,bullet,macro_policy,prompt: docs\CLAUDE_V14_GATE_POLICY_REVIEW_PROMPT.md,pending,,not_started,,41802921e5be4c20
claude_e76faeeb1f067f18,results\v14_claude_gate_policy_review.md,next_consultation,13,真正的进步（约40%）,bullet,macro_policy,**Flow subtype 拆分**：这是对的。ETF申赎、机构披露、CEX netflow、宏观新闻确实是完全不同的信号类型，混在一起就是垃圾。,pending,,not_started,,e76faeeb1f067f18
claude_f987f174f456164b,results\v14_claude_gate_policy_review.md,next_consultation,15,真正的进步（约40%）,bullet,asset_attribution,**PreFilter 硬阻断**：benchmark asset、missing tradable asset 这些是应该做的基础卫生。,pending,,not_started,,f987f174f456164b
claude_aed9e4a252decaf3,results\v14_claude_gate_policy_review.md,next_consultation,19,伪进步或新问题（约60%）,bullet,macro_policy,"**ETF/Fund filter 过严导致 57→3**：这不是进步，这是矫枉过正。你把""ETF 宏观新闻""全部砍掉，但实际上""贝莱德 CEO 说比特币 ETF 超预期""这种新闻在 2024 年 1-3 月确实会引发价格异动。你应该拆分成""ETF 申赎数据""（需要严格）和""ETF 高管发言/监管动态""（可以放宽但标注为宏观背景）。",pending,,not_started,,aed9e4a252decaf3
claude_410b9e943df0461a,results\v14_claude_gate_policy_review.md,next_consultation,20,伪进步或新问题（约60%）,bullet,tg,"**Composer gate 过的 20 条被 Publisher 全部 block**：这说明你的 Composer 和 Publisher 逻辑冲突。Composer 说""这 20 条有交易相关性、有归因、有历史置信""，Publisher 说""但我不发这些 subtype""。这是流程设计失败，不是质量控制成功。",pending,,not_started,,410b9e943df0461a
claude_13f18407e01d6d37,results\v14_claude_gate_policy_review.md,next_consultation,22,伪进步或新问题（约60%）,bullet,backtest,**PreFilter 只用 6h pre-event abnormal**：6 小时太长了，很多事件在 6 小时前根本没有价格信号。你应该用 5min/15min/1h 三档，而不是只用 6h 凑合。,pending,,not_started,,13f18407e01d6d37
claude_73a06541d3da6e7a,results\v14_claude_gate_policy_review.md,next_consultation,43,应该先放开哪一类？,bullet,unknown,**优先级 1：`upgrade_or_fork` 中的主网升级**,pending,,not_started,,73a06541d3da6e7a
claude_a8c48922dc12a2d3,results\v14_claude_gate_policy_review.md,next_consultation,47,应该先放开哪一类？,bullet,unknown,"发布策略：提前 24h 发""即将升级""，升级完成后发""升级已完成""，标注为""事件提醒""而非""交易信号""",pending,,not_started,,a8c48922dc12a2d3
claude_8d3d3a20840ea1d9,results\v14_claude_gate_policy_review.md,next_consultation,49,应该先放开哪一类？,bullet,unknown,**优先级 2：`exploit` 中的大额盗币（>$10M）且受影响资产明确**,pending,,not_started,,8d3d3a20840ea1d9
claude_0beb4ebc9265e86d,results\v14_claude_gate_policy_review.md,next_consultation,53,应该先放开哪一类？,bullet,asset_attribution,"发布策略：标注""受影响资产可能包括 X，但归因置信度仅 Y%，请谨慎判断""",pending,,not_started,,0beb4ebc9265e86d
claude_b5690769a278b500,results\v14_claude_gate_policy_review.md,next_consultation,55,应该先放开哪一类？,bullet,unknown,**优先级 3：`etf_creation_redemption` 中的单日大额异常**,pending,,not_started,,b5690769a278b500
claude_9593aef0b3212d24,results\v14_claude_gate_policy_review.md,next_consultation,58,应该先放开哪一类？,bullet,unknown,发布策略：每日晚报汇总，不做盘中推送（避免噪音）,pending,,not_started,,9593aef0b3212d24
claude_c239440e2ce0a85c,results\v14_claude_gate_policy_review.md,next_consultation,71,应该纳入，但要细分,bullet,unknown,**必须发的升级类事件（digest）：**,pending,,not_started,,c239440e2ce0a85c
claude_74f5016388f0381d,results\v14_claude_gate_policy_review.md,next_consultation,97,判断标准的量化规则,sentence,tg,def should_publish_upgrade(event):,pending,,not_started,,74f5016388f0381d
claude_ebeb2a0d564f0ac9,results\v14_claude_gate_policy_review.md,next_consultation,153,必须有明确的受害者,bullet,asset_attribution,**Step 2：资产归因的降级策略（不要一刀切）**,pending,,not_started,,ebeb2a0d564f0ac9
claude_05a19360351b6585,results\v14_claude_gate_policy_review.md,next_consultation,233,修复后的合理预期,bullet,unknown,28 条 active exploit 中，应该有 **3-5 条**能通过（约 10-20%）,pending,,not_started,,05a19360351b6585
claude_0bb4529c710f0ad1,results\v14_claude_gate_policy_review.md,next_consultation,234,修复后的合理预期,bullet,asset_attribution,通过的应该是：金额 > $10M + 有明确协议 + 资产归因置信度 > 50% + 时效性 < 6h,pending,,not_started,,0bb4529c710f0ad1
claude_029a63988a7e23f4,results\v14_claude_gate_policy_review.md,next_consultation,254,具体实现逻辑,sentence,unknown,def should_alert_cex_netflow(event):,pending,,not_started,,029a63988a7e23f4
claude_1ca0e0934dd2c124,results\v14_claude_gate_policy_review.md,next_consultation,331,优先级排序（1 最高，4 最低）,bullet,unknown,**优先级 1：5min/15min price-in 检测**,pending,,not_started,,1ca0e0934dd2c124
claude_392574aa8c0efc04,results\v14_claude_market_state_next_review.md,next_consultation,19,P0 级别（立即修复）,bullet,asset_attribution,"**2. ""焦点资产""选择逻辑不清晰，HYPE 不应该和 BTC/ETH 并列**",pending,,not_started,,392574aa8c0efc04
claude_653654f3c1ca4997,results\v14_claude_market_state_next_review.md,next_consultation,22,P0 级别（立即修复）,bullet,unknown,验收标准：焦点资产必须是市值 Top 10 或当日异常幅度超过阈值,pending,,not_started,,653654f3c1ca4997
claude_926c8e49976faf4f,results\v14_claude_market_state_next_review.md,next_consultation,27,P0 级别（立即修复）,bullet,unknown,验收标准：关键指标必须有 24h 变化量和方向,pending,,not_started,,926c8e49976faf4f
claude_14c89a3fc116f2fb,results\v14_claude_market_state_next_review.md,next_consultation,33,P1 级别（本周完成）,bullet,product,影响：专业术语堆砌，用户无法转化为决策参考,pending,,not_started,,14c89a3fc116f2fb
claude_b0c2bb606bed28c1,results\v14_claude_market_state_next_review.md,next_consultation,36,P1 级别（本周完成）,bullet,unknown,"**5. 缺少""为什么今天要关注这些事件""的优先级说明**",pending,,not_started,,b0c2bb606bed28c1
claude_b1799441e6980e11,results\v14_claude_market_state_next_review.md,next_consultation,44,P1 级别（本周完成）,bullet,asset_attribution,"验收标准：早报必须包含""昨日 BTC/ETH ETF 净流入及历史分位""",pending,,not_started,,b1799441e6980e11
claude_00b4a49f0765ec0d,results\v14_claude_market_state_next_review.md,next_consultation,135,具体修改清单,table_row,unknown,当前内容 | 问题 | 修改方案 | 优先级,pending,,not_started,,00b4a49f0765ec0d
claude_87348c8f38e76869,results\v14_claude_market_state_next_review.md,next_consultation,139,具体修改清单,table_row,asset_attribution,"""波动最大｜HYPE"" | 小市值币不应该突出 | 只保留市值 Top 10 或异常幅度 >10% | P0",pending,,not_started,,87348c8f38e76869
claude_eb13c38c0a56a486,results\v14_claude_market_state_next_review.md,next_consultation,142,具体修改清单,table_row,asset_attribution,"""焦点资产｜HYPE"" | 不应该和 BTC/ETH 并列 | **删除**，或归入""小市值异动"" | P0",pending,,not_started,,eb13c38c0a56a486
claude_6dd2894f52d58733,results\v14_claude_market_state_next_review.md,next_consultation,171,P0-1：重构市场状态首屏输出逻辑,numbered,unknown,"所有指标必须有""较昨日""对比（+1.2% / -0.5%）",pending,,not_started,,6dd2894f52d58733
claude_a1b79ffcd92860c9,results\v14_claude_market_state_next_review.md,next_consultation,173,P0-1：重构市场状态首屏输出逻辑,numbered,data,"ETF 数据必须包含""历史分位""（30日/90日）",pending,,not_started,,a1b79ffcd92860c9
claude_af2633e41bec4008,results\v14_claude_market_state_next_review.md,next_consultation,233,P0-3：ETF 数据接入日报首屏,bullet,asset_attribution,"**目标：** 早报必须包含""昨日 BTC/ETH ETF 净流入及历史分位""",pending,,not_started,,af2633e41bec4008
claude_dff032f127eb5d9d,results\v14_claude_market_state_next_review.md,next_consultation,269,示例输出,bullet,data,[ ] 早报首屏必须包含 ETF 数据,pending,,not_started,,dff032f127eb5d9d
claude_ee019a4d6f695408,results\v14_claude_market_state_next_review.md,next_consultation,270,示例输出,bullet,unknown,"[ ] 必须有""历史分位""和""强劲/中等/偏弱""标签",pending,,not_started,,ee019a4d6f695408
claude_9c5ccb0c0b4d3af6,results\v14_claude_next_data_layer_review.md,other,4,综合审查意见：v14 系统上线评估,bullet,unknown,**审查结论**：✅ **建议完成 P0 任务后立即上线**,pending,,not_started,,9c5ccb0c0b4d3af6
claude_55f4681631e1359f,results\v14_claude_next_data_layer_review.md,other,29,1. ✅ TG 早午晚报格式 - 优秀（4.5/5分）,bullet,tg,提醒：⚠️ 新信号类型，建议结合其他数据源验证。,pending,,not_started,,55f4681631e1359f
claude_c91fa759cbca2569,results\v14_claude_next_data_layer_review.md,other,30,1. ✅ TG 早午晚报格式 - 优秀（4.5/5分）,sentence,tg,+ 📊 样本偏少（1条），建议结合其他数据源验证。,pending,,not_started,,c91fa759cbca2569
claude_1576f9aee53bc85d,results\v14_claude_next_data_layer_review.md,other,77,3. ⚠️ Hyperliquid HYPE 本币占比 - 已正确处理（4.5/5分）,bullet,tg,✅ TG摘要优先展示非HYPE多空比（3.33:1）,pending,,not_started,,1576f9aee53bc85d
claude_897d777da1bccb4e,results\v14_claude_next_data_layer_review.md,other,111,4. ✅ Golden验证集 FP/FN 分析 - 优秀（4.5/5分）,bullet,qa,**建议**（P1）：复查这5条案例，优化过滤阈值,pending,,not_started,,897d777da1bccb4e
claude_1b7f801e2e17b81f,results\v14_claude_next_data_layer_review.md,other,113,4. ✅ Golden验证集 FP/FN 分析 - 优秀（4.5/5分）,bullet,qa,**建议**（P2）：针对`inventory_rebalance_residual`和`collateral_rotation_residual`增强检测,pending,,not_started,,1b7f801e2e17b81f
claude_dc35bbb349a532c8,results\v14_claude_next_data_layer_review.md,other,137,5. ✅ Project OS / Secret Scan / Command Registry - 无阻断性问题（5/5分）,bullet,unknown,✅ 2个review项属于技术债，可标记为 P2 优先级,pending,,not_started,,dc35bbb349a532c8
claude_8b846ae89d291ae0,results\v14_claude_next_data_layer_review.md,other,148,🔴 P0（上线前必须，预计30分钟）,bullet,qa,提醒：⚠️ 新信号类型，建议结合其他数据源验证。,pending,,not_started,,8b846ae89d291ae0
claude_6316e2d7ce74e210,results\v14_claude_next_data_layer_review.md,other,149,🔴 P0（上线前必须，预计30分钟）,sentence,qa,+ 📊 样本偏少（1条），建议结合其他数据源验证。,pending,,not_started,,6316e2d7ce74e210
claude_91137239142de9a3,results\v14_claude_next_data_layer_review.md,other,268,🎯 核心结论,bullet,unknown,**当前系统状态：4.5/5分，建议完成P0任务后立即上线**,pending,,not_started,,91137239142de9a3
claude_9979aea29f91bd18,results\v14_claude_next_data_layer_review.md,other,283,⚠️ 主要风险,numbered,tg,"**TG晚报""样本不足""提醒过于显眼**（**P0优先级，30分钟内完成**）",pending,,not_started,,9979aea29f91bd18
claude_7b15c5311882154a,results\v14_claude_next_data_layer_review.md,other,284,⚠️ 主要风险,numbered,qa,**Golden验证FN率8.33%**（P1优先级，1周内优化至<10%）,pending,,not_started,,7b15c5311882154a
claude_9a4ef3fb91f9370c,results\v14_claude_next_data_layer_review.md,other,298,🎬 建议上线策略,bullet,unknown,**上线建议**：✅ **完成P0任务后立即上线**,pending,,not_started,,9a4ef3fb91f9370c
claude_54aab8b9c9a7cc39,results\v14_claude_next_public_data_tasks.md,other,4,v14 系统上线评估：综合审查意见,bullet,unknown,**审查结论**：✅ **建议完成 P0 任务后立即上线**,pending,,not_started,,54aab8b9c9a7cc39
claude_5bcd2ab5ed5d2f33,results\v14_claude_next_public_data_tasks.md,other,29,1. ✅ TG 早午晚报格式 - 优秀（4.5/5分）,bullet,tg,提醒：⚠️ 新信号类型，建议结合其他数据源验证。,pending,,not_started,,5bcd2ab5ed5d2f33
claude_7342252a7ee805f3,results\v14_claude_next_public_data_tasks.md,other,30,1. ✅ TG 早午晚报格式 - 优秀（4.5/5分）,sentence,tg,+ 📊 样本偏少（1条），建议结合其他数据源验证。,pending,,not_started,,7342252a7ee805f3
claude_d6754a216c931461,results\v14_claude_next_public_data_tasks.md,other,77,3. ✅ Hyperliquid HYPE 本币占比 - 已正确处理（5/5分）,bullet,tg,✅ TG摘要优先展示非HYPE多空比（3.33:1）,pending,,not_started,,d6754a216c931461
claude_26849ffdd6be9596,results\v14_claude_next_public_data_tasks.md,other,111,4. ✅ Golden验证集 FP/FN 分析 - 优秀（4.5/5分）,bullet,qa,**建议**（P1）：复查这5条案例（adv_016-020），优化过滤阈值,pending,,not_started,,26849ffdd6be9596
claude_6cad2475cd70e99e,results\v14_claude_next_public_data_tasks.md,other,114,4. ✅ Golden验证集 FP/FN 分析 - 优秀（4.5/5分）,bullet,qa,**建议**（P2）：针对`inventory_rebalance_residual`和`collateral_rotation_residual`增强检测,pending,,not_started,,6cad2475cd70e99e
claude_f085e55a4328baa0,results\v14_claude_next_public_data_tasks.md,other,138,5. ✅ Project OS / Secret Scan / Command Registry - 无阻断性问题（5/5分）,bullet,unknown,✅ 2个review项属于技术债，可标记为 P2 优先级,pending,,not_started,,f085e55a4328baa0
claude_b3a3be2e78c045f0,results\v14_claude_next_public_data_tasks.md,other,149,🔴 P0（上线前必须，预计30分钟）,bullet,qa,提醒：⚠️ 新信号类型，建议结合其他数据源验证。,pending,,not_started,,b3a3be2e78c045f0
claude_b19719e75089fd15,results\v14_claude_next_public_data_tasks.md,other,150,🔴 P0（上线前必须，预计30分钟）,sentence,qa,+ 📊 样本偏少（1条），建议结合其他数据源验证。,pending,,not_started,,b19719e75089fd15
claude_073231ca5a560e46,results\v14_claude_next_public_data_tasks.md,other,187,🟡 P1（上线后1周内，预计1天）,table_row,data,event_id | source_tier | subtype | action | 核心问题,pending,,not_started,,073231ca5a560e46
claude_c42a9306e36ff94a,results\v14_claude_next_public_data_tasks.md,other,335,⚠️ 已知限制,bullet,unknown,**缓解措施**：P1优先级复查，目标降至<10%,pending,,not_started,,c42a9306e36ff94a
claude_6b0605cf1eb89b99,results\v14_claude_next_public_data_tasks.md,other,343,✅ 已缓解风险,numbered,asset_attribution,✅ **HYPE本币占比失真**：已分离计算，优先展示非HYPE多空比,pending,,not_started,,6b0605cf1eb89b99
claude_90e8e1dde45abe72,results\v14_claude_next_public_data_tasks.md,other,353,六、总结,bullet,unknown,✅ **建议完成 P0 任务后立即上线**,pending,,not_started,,90e8e1dde45abe72
